offer_id;price;date_time;room;square;floor;all_floors;first/last;district
4161538561;2600000;2024-08-02 20:41:45;1;29.0;1;3;1;5
4190139364;4300000;2024-07-29 12:30:08;1;35.0;3;5;0;5
3528318575;5500000;2024-07-29 19:11:29;1;49.0;1;5;1;2
3754754517;2950000;2024-07-25 12:09:30;0;20.0;1;5;1;2
4195551396;2990000;2024-08-06 17:28:25;1;30.0;5;5;1;6
4113273430;6600000;2024-07-30 12:01:37;2;60.0;1;10;1;8
2952686048;4250000;2024-08-04 22:40:41;1;46.2;3;3;1;8
2280525627;7990000;2024-08-07 09:03:59;2;56.1;7;14;0;7
4073735826;4700000;2024-08-07 16:42:25;2;43.1;3;9;0;8
4130951271;5400000;2024-08-04 21:58:36;1;38.0;3;12;0;6
4250092707;3200000;2024-08-06 18:19:28;2;39.5;3;3;1;5
3986526410;6350000;2024-07-28 14:49:48;2;50.0;5;9;0;1
4186828121;3600000;2024-08-02 15:59:11;0;22.2;12;24;0;6
3992916940;4900000;2024-08-01 17:36:59;1;35.8;12;14;0;7
4239820041;6600000;2024-07-31 07:00:04;2;57.5;3;10;0;4
4237858803;4300000;2024-08-04 23:10:51;1;36.0;8;17;0;5
3793213313;5400000;2024-08-05 14:48:42;1;44.0;12;14;0;6
4130984402;3800000;2024-07-29 15:32:20;2;42.0;1;3;1;5
4007655352;6200000;2024-08-01 14:56:00;1;40.0;19;21;0;7
4239751272;7900000;2024-07-26 13:12:44;3;56.0;8;15;0;8
3374694179;4950000;2024-08-07 13:18:21;3;61.3;3;5;0;1
4009240383;5000000;2024-08-08 23:42:23;2;57.8;2;4;0;6
3950975008;5800000;2024-08-05 19:32:51;2;56.0;1;17;1;5
3519563132;3699999;2024-07-29 23:56:03;1;25.3;1;3;1;5
4125148420;5450000;2024-07-30 15:54:47;2;54.4;5;9;0;1
4103557302;7500000;2024-08-03 19:16:15;3;63.0;6;9;0;6
4114905054;3300000;2024-07-25 11:17:33;1;31.1;2;9;0;2
4153423633;9000000;2024-08-05 17:21:28;1;39.0;12;24;0;3
4156678713;8000000;2024-08-04 22:28:56;1;40.0;16;24;0;1
4119368727;3400000;2024-08-01 18:13:25;1;31.4;2;5;0;5
1678425140;2850000;2024-07-30 15:47:32;1;21.7;2;9;0;1
4008111428;4300000;2024-08-07 00:22:04;2;32.0;1;1;1;7
4155860076;3100000;2024-08-05 19:00:28;1;20.2;2;3;0;3
4028196278;5500000;2024-07-29 02:38:43;1;38.5;6;24;0;5
3912162442;4400000;2024-07-25 15:28:44;1;35.9;1;17;1;8
917821556;3100000;2024-08-04 13:02:33;1;22.0;3;9;0;1
4008458840;7500000;2024-08-05 23:44:58;1;38.9;16;25;0;3
2541655864;4999000;2024-08-04 11:12:22;3;58.0;5;5;1;4
4240362217;5250000;2024-07-28 23:39:56;1;38.0;9;16;0;8
4178302695;3550000;2024-08-09 08:18:13;1;32.0;4;9;0;6
4124051776;4500000;2024-07-25 20:49:26;2;42.0;3;5;0;7
4024905405;4600000;2024-08-05 16:53:12;0;34.0;18;25;0;8
4243906849;4500000;2024-08-03 16:47:15;1;24.0;1;9;1;8
4057890579;7000000;2024-07-31 16:48:29;2;59.0;7;12;0;1
4243851770;6200000;2024-08-04 19:23:29;1;34.0;15;24;0;6
3591297122;4850000;2024-08-01 17:48:02;2;43.0;5;5;1;7
4152306573;4000000;2024-07-28 12:13:31;1;36.0;2;2;1;7
4105072060;3400000;2024-08-05 01:09:56;1;25.0;5;5;1;5
4105200310;3500000;2024-08-04 17:59:16;1;21.6;9;9;1;6
4271859893;3800000;2024-08-05 20:14:06;0;32.0;3;6;0;1
4215770726;3650000;2024-07-26 21:26:03;0;25.0;4;20;0;2
4118938338;12200000;2024-08-07 01:42:42;2;49.2;7;19;0;5
3819319067;5300000;2024-08-04 19:42:49;1;41.0;14;17;0;8
4067199091;7800000;2024-08-05 11:19:27;1;45.0;3;10;0;4
3891681565;5900000;2024-08-03 17:38:16;1;43.4;9;18;0;1
3999367433;5100000;2024-08-02 20:57:38;3;52.1;6;9;0;1
4147096781;7000000;2024-07-31 09:48:51;1;42.0;16;20;0;5
3701263577;5850000;2024-07-31 21:20:17;1;36.0;7;25;0;5
4080448118;5400000;2024-08-02 06:42:47;3;73.6;1;9;1;6
3796950238;3700000;2024-08-05 16:23:50;0;21.0;3;8;0;5
4190158729;5900000;2024-07-29 00:12:44;2;55.5;10;18;0;5
4056718114;6200000;2024-07-27 20:42:28;1;41.3;23;25;0;5
4016160708;5000000;2024-08-07 12:52:54;1;38.0;7;20;0;8
3999400038;4200000;2024-08-05 19:20:57;1;33.0;1;5;1;1
3901876289;6300000;2024-08-05 18:52:29;3;58.0;5;5;1;3
4239565929;3400000;2024-07-28 18:58:01;1;30.0;4;5;0;2
4283469688;4200000;2024-08-03 13:48:27;1;43.0;7;14;0;2
3268026386;3500000;2024-08-01 12:51:12;1;30.0;3;5;0;5
3936639266;5000000;2024-08-02 19:56:31;1;38.0;11;12;0;6
4088993412;4450000;2024-08-07 09:22:49;2;43.0;4;5;0;5
3884646774;5550000;2024-07-27 12:58:18;0;37.0;15;24;0;7
4236283718;5450000;2024-07-24 09:17:38;0;35.0;13;24;0;7
4013430827;5800000;2024-08-04 19:57:14;2;63.2;2;16;0;5
4035610501;3590000;2024-08-05 16:49:42;0;25.0;2;17;0;5
4186451432;4900000;2024-07-31 08:04:01;0;25.0;3;26;0;5
4062929229;4900000;2024-08-01 13:47:31;1;35.4;4;10;0;5
4069254597;5699000;2024-07-30 12:23:26;0;26.1;7;24;0;1
2543857157;5400000;2024-07-30 13:54:05;1;33.0;2;21;0;7
3993257260;4350000;2024-08-01 22:07:07;2;43.9;9;9;1;8
4009197078;4600000;2024-08-02 23:38:53;0;40.0;2;5;0;4
3920388126;5150000;2024-08-08 20:23:06;2;55.9;1;9;1;1
3910588824;7000000;2024-08-08 11:42:56;3;62.0;7;9;0;1
4156190924;7500000;2024-08-06 22:21:08;2;44.0;9;19;0;8
4194019227;6350000;2024-07-29 18:00:43;2;45.0;4;9;0;1
4165028469;6300000;2024-08-07 10:41:46;1;35.0;6;25;0;5
3810832145;5550000;2024-07-26 19:19:25;1;34.1;7;8;0;3
4158294059;8200000;2024-07-25 22:48:34;3;66.0;10;25;0;8
1064626383;6000000;2024-08-06 21:11:51;2;42.0;2;9;0;3
4260128010;6300000;2024-07-31 14:14:24;1;42.0;5;6;0;2
4229823291;4450000;2024-08-02 20:36:09;0;31.0;4;9;0;2
4196935550;7350000;2024-07-29 14:05:19;1;40.0;9;24;0;1
3988880773;6850000;2024-08-06 11:15:20;1;48.0;9;22;0;1
4054254987;5650000;2024-07-31 11:14:39;1;37.0;7;23;0;1
4004315434;4300000;2024-07-24 22:27:06;1;40.0;3;10;0;6
3898082057;7399999;2024-07-26 00:02:58;3;78.0;3;5;0;3
4165581815;6500000;2024-08-07 08:13:08;3;51.0;2;5;0;5
3754413459;4400000;2024-08-05 15:00:46;1;33.5;20;26;0;2
3976282893;6550000;2024-07-25 22:18:48;0;28.0;6;26;0;4
1766584830;4600000;2024-07-27 13:34:14;2;50.0;2;2;1;4
3879161046;7300000;2024-08-07 15:50:20;1;37.0;11;24;0;7
4130770318;8799999;2024-07-26 23:56:03;2;42.6;17;24;0;3
3903162215;14200000;2024-08-07 13:33:00;3;93.0;6;10;0;4
4292217351;6800000;2024-08-03 19:52:21;1;37.0;15;22;0;7
4138548812;5800000;2024-07-31 22:48:13;3;60.0;1;9;1;5
4143714120;10900000;2024-08-07 15:55:46;4;107.0;3;10;0;2
3925873259;5600000;2024-07-30 17:07:32;1;30.0;15;24;0;7
3988802807;7999000;2024-07-30 23:32:14;3;62.2;6;9;0;8
4170248726;9700000;2024-08-03 20:32:58;3;61.0;2;20;0;4
2428445665;14900000;2024-07-25 14:31:52;3;92.2;3;9;0;4
4063079566;3700000;2024-08-03 00:37:31;1;30.9;2;19;0;8
3909970298;12500000;2024-08-08 14:40:44;3;128.0;5;10;0;6
4044965528;8100000;2024-07-30 23:18:35;2;45.0;4;10;0;6
3359687436;5200000;2024-07-30 13:30:29;1;36.0;8;12;0;7
4155813000;6500000;2024-07-30 17:47:03;0;29.0;15;25;0;5
3581117373;5150000;2024-08-07 20:34:01;3;52.2;1;1;1;4
3761172197;7850000;2024-08-07 15:48:00;2;56.5;2;19;0;1
3550527890;6244010;2024-08-03 10:50:38;2;53.2;2;22;0;7
4043186317;5500000;2024-07-30 13:43:26;2;50.1;4;9;0;2
4157196309;9000000;2024-08-02 11:21:54;2;56.0;3;25;0;7
4240495916;6600000;2024-07-29 16:45:58;1;42.0;2;23;0;1
2199748335;7400000;2024-08-07 20:53:21;1;40.8;11;25;0;5
4085678571;3990000;2024-08-04 21:49:01;1;32.0;1;5;1;5
3997350227;6990000;2024-08-04 21:41:21;2;45.0;14;25;0;7
4072826294;5400000;2024-07-25 22:29:18;2;40.0;1;1;1;5
3941195981;3500000;2024-08-07 22:20:15;0;35.9;3;3;1;0
3972786754;9400000;2024-08-03 23:15:24;3;58.0;11;17;0;5
4063912773;6500000;2024-08-02 16:30:43;2;52.4;2;9;0;8
4125349938;6000000;2024-07-30 12:55:13;2;39.4;2;8;0;4
2561527881;7900000;2024-08-07 20:36:47;2;67.4;6;12;0;1
4104772924;9700000;2024-08-04 00:46:23;2;62.0;6;19;0;6
3902947422;6500000;2024-08-06 13:38:38;1;40.0;12;25;0;5
4197036522;5500000;2024-07-26 09:50:47;2;36.0;1;6;1;3
3450615131;7700000;2024-07-27 08:41:22;3;84.0;8;10;0;6
3872283593;4000000;2024-08-03 06:56:34;1;33.3;9;9;1;5
4141769448;5800000;2024-08-06 17:06:24;1;36.6;21;25;0;2
3929270285;6800000;2024-08-02 17:50:24;3;65.8;4;9;0;5
3892821626;7500000;2024-08-07 11:25:49;2;45.0;20;25;0;4
4121384971;5200000;2024-08-04 20:51:50;2;41.0;2;2;1;3
2224237976;14500000;2024-08-03 18:11:43;2;44.0;19;32;0;4
3735100439;4350000;2024-08-05 11:36:43;2;44.0;2;5;0;1
1856282554;5100000;2024-07-30 15:59:44;2;60.0;2;2;1;2
4049048624;9500000;2024-07-31 23:01:04;3;67.0;7;10;0;5
3506829036;3050000;2024-07-29 10:32:48;1;30.0;5;5;1;1
4151814084;4600000;2024-08-03 20:58:51;2;44.0;3;5;0;6
4174766140;7100000;2024-08-07 22:35:55;2;53.9;10;13;0;1
3848218672;5850000;2024-07-31 17:29:24;0;30.0;10;25;0;7
3605835048;7350000;2024-07-31 12:57:49;2;40.9;3;18;0;2
4058454172;4290000;2024-07-28 11:36:57;0;27.0;7;9;0;8
3678532537;6999990;2024-08-04 12:26:38;2;55.0;5;5;1;4
4016651099;5650000;2024-08-06 11:42:29;3;57.7;5;9;0;1
3866821667;3200000;2024-08-07 14:26:34;1;34.0;1;3;1;7
3892740048;7500000;2024-08-05 15:50:51;4;96.0;9;9;1;8
3517906109;5800000;2024-08-06 09:45:26;2;36.0;15;25;0;8
3836368094;4800000;2024-08-01 15:05:38;1;41.8;2;19;0;6
3637639159;5990000;2024-08-06 12:52:38;0;30.0;5;25;0;5
4425535725;6500000;2024-08-09 13:32:28;3;48.0;3;5;0;8
4078324090;4400000;2024-08-09 12:43:53;3;45.0;5;5;1;8
4143005254;4300000;2024-08-06 16:23:22;2;43.3;5;5;1;7
1579523084;6000000;2024-08-06 15:33:36;1;37.4;11;17;0;7
3741856039;13300000;2024-08-08 23:21:46;3;78.0;12;17;0;5
4179753017;5250000;2024-08-07 00:05:06;3;60.0;5;5;1;8
4108421119;4000000;2024-08-07 17:41:12;1;43.0;14;19;0;5
4121348680;11000000;2024-07-27 10:38:49;2;54.0;15;22;0;7
4070542218;5350000;2024-08-04 22:21:58;1;42.0;17;19;0;8
4039486636;4100000;2024-08-06 15:57:18;2;44.0;1;5;1;7
3989022718;4950000;2024-07-22 23:47:25;1;45.0;2;20;0;2
2164389449;10500000;2024-07-29 14:29:04;2;85.0;9;18;0;1
2622367055;1800000;2024-08-01 21:19:24;1;24.3;4;4;1;3
2882678948;8000000;2024-08-05 15:18:05;2;73.0;14;17;0;8
3836066763;6500000;2024-07-28 20:47:47;1;43.0;16;24;0;7
4110588427;2800000;2024-08-09 12:56:05;2;33.2;1;9;1;1
3513260131;6400000;2024-07-25 21:15:22;1;41.3;5;19;0;1
3926459657;5100000;2024-07-29 10:15:43;0;37.0;3;18;0;5
4153492375;6800000;2024-08-10 02:32:05;2;56.6;13;19;0;8
4064171897;6050000;2024-07-30 10:52:27;1;45.2;3;19;0;8
3441944679;3050000;2024-07-31 10:04:13;1;34.0;1;3;1;0
4131599760;7500000;2024-08-04 14:01:29;1;35.0;15;25;0;4
